,,,,,,,Games,Games,Fantasy,Fantasy,Fantasy per Game,Fantasy per Game,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,
Rk,Player,Year,Age,Draft,Tm,Lg,G,GS,FantPt,PPR,FantPt,PPR/G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Fmb
2625,Mark van Eeghen\VanEMa00,1983,31,3-75,NWE,NFL,15,11,57.0,67.0,3.80,4.47,0,0,0,0,0,95,358,2,10,102,0,1
2626,Brandon Jackson\JackBr00,2008,23,2-63,GNB,NFL,13,0,49.3,79.3,3.79,6.10,0,0,0,0,0,45,248,1,30,185,0,1
2627,Craig Taylor\TaylCr00,1989,23,6-166,CIN,NFL,12,0,45.5,49.5,3.79,4.13,0,0,0,0,0,30,111,3,4,44,2,0
2628,Dorsey Levens\LeveDo00,2003,33,5-149,NYG,NFL,11,0,41.6,46.6,3.78,4.24,0,0,0,0,0,68,197,3,5,39,0,0
2629,Ricky Williams\WillRi01,2003,25,,IND,NFL,13,4,49.2,71.2,3.78,5.48,0,0,0,0,0,48,155,2,22,157,1,2
2630,Rick Calhoun\CalhRi20,1987,24,9-230,RAI,NFL,3,0,11.3,12.3,3.77,4.10,0,0,0,0,0,7,36,0,1,17,0,0
2631,Ronnie Hillman\HillRo00,2013,22,3-67,DEN,NFL,10,0,37.7,49.7,3.77,4.97,0,0,0,0,0,55,218,1,12,119,0,2
2632,Jerris McPhail\McPhJe00,1997,25,5-134,MIA,NFL,14,1,52.8,86.8,3.77,6.20,0,0,0,0,0,17,146,1,34,262,1,1
2633,Jacque Robinson\RobiJa21,1987,24,8-197,PHI,NFL,3,3,11.3,13.3,3.77,4.43,0,0,0,0,0,24,114,0,2,9,0,1
2634,Ron Springs\SpriRo00,1986,30,5-136,TAM,NFL,12,8,45.2,69.2,3.77,5.77,0,0,0,0,0,74,285,0,24,187,0,2
2635,Cleve Wester\WestCl20,1987,23,,DET,NFL,3,1,11.3,11.3,3.77,3.77,0,0,0,0,0,33,113,0,0,0,0,0
2636,Mike Augustyniak\AuguMi00,1983,27,,NYJ,NFL,8,2,30.1,40.1,3.76,5.01,0,0,0,0,0,18,50,2,10,71,1,0
2637,Anthony Dixon\DixoAn00,2014,27,6-173,BUF,NFL,16,0,60.1,68.1,3.76,4.26,0,0,0,0,0,105,432,2,8,49,0,1
2638,Greg Hawthorne\HawtGr00,1980,24,1-28,PIT,NFL,15,6,56.4,68.4,3.76,4.56,0,0,0,0,0,63,226,4,12,158,0,6
2639,Brad Hoover\HoovBr00,2004,28,,CAR,NFL,14,9,52.7,73.7,3.76,5.26,0,0,0,0,0,68,246,0,21,161,2,0
2640,Rodney Thomas\ThomRo00,1997,24,3-89,TEN,NFL,16,1,60.1,74.1,3.76,4.63,0,0,0,0,0,67,310,3,14,111,0,1
2641,Aaron Craver\CravAa00,1994,26,3-60,MIA,NFL,8,0,30.0,54.0,3.75,6.75,0,0,0,0,0,6,43,0,24,237,0,1
2642,Buford Jordan\JordBu00,1989,27,1-12,NOR,NFL,11,7,41.2,45.2,3.75,4.11,0,0,0,0,0,38,179,3,4,53,0,0
2643,Chris Polk\PolkCh00,2015,26,,HOU,NFL,15,2,56.3,72.3,3.75,4.82,0,0,0,0,0,99,334,1,16,109,1,0
2644,Zack Crockett\CrocZa00,2002,30,3-79,OAK,NFL,16,0,59.8,59.8,3.74,3.74,0,0,0,0,0,40,118,8,0,0,0,0
2645,Anthony McDowell\McDoAn00,1992,24,8-200,TAM,NFL,12,8,44.9,71.9,3.74,5.99,0,0,0,0,0,14,81,0,27,258,2,1
2646,Bernard Scott\ScotBe00,2011,27,6-209,CIN,NFL,16,1,59.8,72.8,3.74,4.55,0,1,0,0,0,112,380,3,13,38,0,0
2647,Aaron Stecker\StecAa00,2004,29,,NOR,NFL,16,3,59.8,88.8,3.74,5.55,0,0,0,0,0,58,244,2,29,174,0,1
2648,Reggie Brooks\BrooRe00,1994,23,2-45,WAS,NFL,13,5,48.5,61.5,3.73,4.73,0,0,0,0,0,100,297,2,13,68,0,3
2649,Knile Davis\DaviKn00,2013,22,3-96,KAN,NFL,16,1,59.7,70.7,3.73,4.42,0,0,0,0,0,70,242,4,11,75,0,3
2650,Robert Delpino\DelpRo00,1988,23,5-117,RAM,NFL,15,3,55.9,85.9,3.73,5.73,0,0,0,0,0,34,147,0,30,312,2,2
2651,Eric Dickerson*\DickEr00,1993,33,1-2,ATL,NFL,4,2,14.9,20.9,3.73,5.23,0,0,0,0,0,26,91,0,6,58,0,0
2652,Arlen Harris\HarrAr00,2003,23,,STL,NFL,16,2,59.7,74.7,3.73,4.67,0,0,0,0,0,85,255,4,15,102,0,3
2653,Rickey Isom\IsomRi20,1987,24,12-329,MIA,NFL,3,1,11.2,12.2,3.73,4.07,0,0,0,0,0,9,41,1,1,11,0,0
2654,Chris Jennings\JennCh00,2009,24,,CLE,NFL,9,1,33.6,42.6,3.73,4.73,0,0,0,0,0,63,220,1,9,56,0,0
2655,Anthony Johnson\JohnAn00,1997,30,2-36,CAR,NFL,16,7,59.6,80.6,3.73,5.04,0,0,0,0,0,97,358,0,21,158,1,2
2656,Irving Spikes\SpikIr00,1994,24,,MIA,NFL,12,1,44.8,48.8,3.73,4.07,0,0,0,0,0,70,312,2,4,16,0,1
2657,Jonathan Stewart\StewJo00,2013,26,1-13,CAR,NFL,6,1,22.4,29.4,3.73,4.90,0,0,0,0,0,48,180,0,7,44,0,1
2658,Robert Turbin\TurbRo00,2014,25,4-106,SEA,NFL,16,3,59.6,75.6,3.73,4.73,0,0,0,0,0,74,310,0,16,186,2,1
2659,Richie Anderson\AndeRi00,1996,25,6-144,NYJ,NFL,16,13,59.5,103.5,3.72,6.47,0,0,0,0,0,47,150,1,44,385,0,0
2660,Greg Lewis\LewiGr00,1991,22,5-115,DEN,NFL,16,4,59.5,61.5,3.72,3.84,0,0,0,0,0,99,376,4,2,9,0,3
2661,Terry Metcalf\MetcTe00,1981,30,3-63,WAS,NFL,16,2,59.5,107.5,3.72,6.72,0,0,0,0,0,18,60,0,48,595,0,6
2662,LaRod Stephens-Howling\StepLa00,2011,24,7-240,ARI,NFL,14,1,52.1,65.1,3.72,4.65,0,0,0,0,0,43,167,0,13,234,2,0
2663,Jon Vaughn\VaugJo00,1992,22,5-112,NWE,NFL,16,5,59.5,72.5,3.72,4.53,0,0,0,0,0,113,451,1,13,84,0,6
2664,Travis Henry\HenrTr00,2004,26,2-58,BUF,NFL,10,5,37.1,47.1,3.71,4.71,0,0,0,0,0,94,326,0,10,45,0,0
2665,Stump Mitchell\MitcSt00,1983,24,9-226,STL,NFL,15,1,55.7,62.7,3.71,4.18,0,0,0,0,0,68,373,3,7,54,0,5
2666,James Starks\StarJa00,2014,28,6-193,GNB,NFL,16,0,59.3,77.3,3.71,4.83,0,0,0,0,0,85,333,2,18,140,0,1
2667,Marvin Allen\AlleMa01,1989,24,11-294,NWE,NFL,3,0,11.1,11.1,3.70,3.70,0,0,0,0,0,11,51,1,0,0,0,0
2668,Jackie Battle\BattJa00,2007,24,,KAN,NFL,3,0,11.1,12.1,3.70,4.03,0,0,0,0,0,14,47,1,1,4,0,0
2669,Andra Franklin\FranAn00,1984,25,2-56,MIA,NFL,2,2,7.4,7.4,3.70,3.70,0,0,0,0,0,20,74,0,0,0,0,0
2670,Brandon Jackson\JackBr00,2012,27,2-63,CLE,NFL,2,0,7.4,9.4,3.70,4.70,0,0,0,0,0,8,54,0,2,20,0,0
2671,Elijah McGuire\McGuEl00,2017,23,6-188,NYJ,NFL,16,2,59.2,76.2,3.70,4.76,0,0,0,0,0,88,315,1,17,177,1,2
2672,Sammy Morris\MorrSa00,2011,34,5-156,DAL,NFL,3,0,11.1,16.1,3.70,5.37,0,0,0,0,0,28,98,0,5,13,0,0
2673,Bruce Perry\PerrBr01,2005,24,7-242,PHI,NFL,2,1,7.4,7.4,3.70,3.70,0,0,0,0,0,16,74,0,0,0,0,0
2674,Martin Sartin\SartMa20,1987,24,,SDG,NFL,3,1,11.1,17.1,3.70,5.70,0,0,0,0,0,19,52,1,6,19,0,2
2675,Michael Basnight\BasnMi00,1999,22,,CIN,NFL,13,1,48.0,64.0,3.69,4.92,0,0,0,0,0,62,308,0,16,172,0,1
2676,Brandon Bennett\BennBr00,1998,25,,CIN,NFL,14,1,51.6,59.6,3.69,4.26,0,0,0,0,0,77,243,2,8,153,0,1
2677,Kenny King\KingKe00,1983,26,3-72,RAI,NFL,15,15,55.3,69.3,3.69,4.62,0,0,0,0,0,82,294,1,14,149,1,1
2678,Jalen Richard\RichJa01,2017,24,,OAK,NFL,16,1,59.1,86.1,3.69,5.38,0,0,0,0,0,56,275,1,27,256,1,8
2679,Mike Sellers\SellMi00,2005,30,,WAS,NFL,15,6,55.3,67.3,3.69,4.49,0,0,0,0,0,1,1,1,12,72,7,0
2680,Rex Burkhead\BurkRe00,2016,26,6-190,CIN,NFL,16,1,58.9,75.9,3.68,4.74,0,0,0,0,0,74,344,2,17,145,0,1
2681,Keith Jones\JoneKe01,1991,25,3-62,ATL,NFL,5,3,18.4,24.4,3.68,4.88,0,0,0,0,0,35,126,0,6,58,0,0
2682,Bernard Pierce\PierBe00,2014,23,3-84,BAL,NFL,13,2,47.9,49.9,3.68,3.84,0,0,0,0,0,93,366,2,2,13,0,1
2683,Allen Rice\RiceAl00,1987,25,5-140,MIN,NFL,12,2,44.2,63.2,3.68,5.27,0,0,0,0,0,51,131,1,19,201,1,1
2684,Tony Richardson\RichTo00,1999,28,,KAN,NFL,16,16,58.8,82.8,3.68,5.18,0,0,0,0,0,84,387,1,24,141,0,1
2685,James Stewart\StewJa20,1995,24,5-157,MIN,NFL,4,0,14.7,15.7,3.68,3.93,0,0,0,0,0,31,144,0,1,3,0,2
2686,Tavian Banks\BankTa00,1998,24,4-101,JAX,NFL,6,1,22.0,26.0,3.67,4.33,0,0,0,0,0,26,140,1,4,20,0,2
2687,Steve Broussard\BrouSt00,1992,25,1-20,ATL,NFL,15,1,54.9,65.9,3.66,4.39,0,0,0,0,0,84,363,1,11,96,1,3
2688,Shawn Bryson\BrysSh00,2004,28,3-86,DET,NFL,16,1,58.6,102.6,3.66,6.41,0,0,0,0,0,50,264,0,44,322,0,1
2689,Keith Byars\ByarKe00,1995,32,1-10,MIA,NFL,16,16,58.6,109.6,3.66,6.85,0,0,0,0,0,15,44,1,51,362,2,0
2690,Cleveland Franklin\FranCl00,1980,25,8-202,BAL,NFL,13,13,47.6,61.6,3.66,4.74,0,0,0,0,0,83,264,2,14,112,0,2
2691,Toby Gerhart\GerhTo00,2010,23,2-51,MIN,NFL,15,1,54.9,75.9,3.66,5.06,0,0,0,0,0,81,322,1,21,167,0,3
2692,Johnny Hector\HectJo00,1990,30,2-51,NYJ,NFL,15,4,54.9,62.9,3.66,4.19,0,0,0,0,0,91,377,2,8,72,0,2
2693,Brian Mitchell\MitcBr00,1999,31,5-130,WAS,NFL,16,0,58.5,89.5,3.66,5.59,0,0,0,0,0,40,220,1,31,305,0,2
2694,Willie Parker\ParkWi00,2009,29,,PIT,NFL,14,3,51.3,57.3,3.66,4.09,0,0,0,0,0,98,389,0,6,64,1,2
2695,Chester Taylor\TaylCh01,2010,31,6-207,CHI,NFL,16,1,58.6,78.6,3.66,4.91,0,0,0,0,0,112,267,3,20,139,0,0
2696,Kevin Faulk\FaulKe00,2001,25,2-46,NWE,NFL,15,1,54.7,84.7,3.65,5.65,1,1,23,0,0,41,169,1,30,189,2,2
2697,Brian Mitchell\MitcBr00,2000,32,5-130,PHI,NFL,16,1,58.4,71.4,3.65,4.47,1,4,21,0,0,25,187,2,13,89,1,3
2698,Kenneth Davis\DaviKe00,1994,32,2-41,BUF,NFL,16,1,58.3,76.3,3.64,4.77,0,0,0,0,0,91,381,2,18,82,0,3
2699,Vaughn Hebron\HebrVa00,1994,24,,PHI,NFL,16,2,58.2,76.2,3.64,4.76,0,0,0,0,0,82,325,2,18,137,0,0
2700,Stanford Jennings\JennSt00,1989,27,3-65,CIN,NFL,16,6,58.2,68.2,3.64,4.26,0,0,0,0,0,83,293,2,10,119,1,1
,,,,,,,Games,Games,Fantasy,Fantasy,Fantasy per Game,Fantasy per Game,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,
Rk,Player,Year,Age,Draft,Tm,Lg,G,GS,FantPt,PPR,FantPt,PPR/G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Fmb
2701,Wilbert Montgomery\MontWi00,1983,29,6-154,PHI,NFL,5,1,18.2,27.2,3.64,5.44,0,0,0,0,0,29,139,0,9,53,0,1
2702,Jamie Mueller\MuelJa00,1987,23,3-78,BUF,NFL,12,6,43.7,46.7,3.64,3.89,0,0,0,0,0,82,354,2,3,13,0,5
2703,Marion Butts\ButtMa00,1995,29,7-183,HOU,NFL,12,2,43.5,45.5,3.63,3.79,0,0,0,0,0,71,185,4,2,10,0,0
2704,Keith Byars\ByarKe00,1998,35,1-10,NYJ,NFL,13,8,47.2,73.2,3.63,5.63,0,0,0,0,0,4,34,0,26,258,3,0
2705,Mike Tolbert\TolbMi00,2009,24,,SDG,NFL,16,3,58.0,75.0,3.63,4.69,0,0,0,0,0,25,148,1,17,192,3,1
2706,Theotis Brown\BrowTh00,1982,25,2-35,SEA,NFL,9,0,32.6,44.6,3.62,4.96,0,0,0,0,0,53,141,2,12,95,0,3
2707,Jay Graham\GrahJa00,1997,22,3-64,BAL,NFL,13,3,47.0,59.0,3.62,4.54,0,0,0,0,0,81,299,2,12,51,0,2
2708,Raheem Mostert\MostRa00,2018,26,,SFO,NFL,9,0,32.6,38.6,3.62,4.29,0,0,0,0,0,34,261,1,6,25,0,1
2709,Timmy Newsome\NewsTi00,1982,24,6-162,DAL,NFL,9,0,32.6,38.6,3.62,4.29,0,0,0,0,0,15,98,1,6,118,1,1
2710,Denard Robinson\RobiDe00,2015,25,5-135,JAX,NFL,13,3,47.0,68.0,3.62,5.23,0,0,0,0,0,67,266,1,21,164,0,3
2711,C.J. Spiller\SpilC.00,2015,28,1-9,NOR,NFL,13,2,47.1,81.1,3.62,6.24,0,0,0,0,0,36,112,0,34,239,2,1
2712,Kerwynn Williams\WillKe05,2017,26,7-230,ARI,NFL,16,6,57.9,67.9,3.62,4.24,0,0,0,0,0,120,426,1,10,93,0,0
2713,Alfred Anderson\AndeAl00,1990,29,3-67,MIN,NFL,11,6,39.7,52.7,3.61,4.79,0,0,0,0,0,59,207,2,13,80,0,1
2714,Frank Hawkins\HawkFr00,1984,25,10-276,RAI,NFL,16,0,57.7,64.7,3.61,4.04,0,0,0,0,0,108,376,3,7,51,0,3
2715,Theotis Brown\BrowTh00,1980,23,2-35,STL,NFL,16,0,57.6,78.6,3.60,4.91,0,0,0,0,0,40,186,1,21,290,1,2
2716,Travaris Cadet\CadeTr00,2016,27,,NOR,NFL,15,1,54.0,94.0,3.60,6.27,0,0,0,0,0,4,19,0,40,281,4,0
2717,Leroy Hoard\HoarLe00,1992,24,2-45,CLE,NFL,16,9,57.6,83.6,3.60,5.23,0,0,0,0,0,54,236,0,26,310,1,3
2718,Marc Logan\LogaMa00,1994,29,5-130,SFO,NFL,10,5,36.0,52.0,3.60,5.20,0,0,0,0,0,33,143,1,16,97,1,0
2719,J.R. Redmond\RedmJ.00,2003,26,3-76,OAK,NFL,1,0,3.6,4.6,3.60,4.60,0,0,0,0,0,9,30,0,1,6,0,0
2720,Javon Ringer\RingJa00,2011,24,5-173,TEN,NFL,12,0,43.2,71.2,3.60,5.93,0,0,0,0,0,59,185,1,28,187,0,1
2721,Musa Smith\SmitMu00,2007,25,3-77,BAL,NFL,16,1,57.6,84.6,3.60,5.29,0,0,0,0,0,75,264,2,27,192,0,1
2722,Damien Williams\WillDa05,2017,25,,MIA,NFL,11,4,39.6,59.6,3.60,5.42,0,0,0,0,0,46,181,0,20,155,1,0
2723,Curtis Adams\AdamCu00,1987,25,8-207,SDG,NFL,12,4,43.1,47.1,3.59,3.93,0,0,0,0,0,90,343,1,4,38,0,1
2724,Lorenzo Hampton\HampLo00,1985,23,1-27,MIA,NFL,16,1,57.5,65.5,3.59,4.09,0,0,0,0,0,105,369,3,8,56,0,3
2725,Jack Holmes\HolmJa00,1980,27,15-377,NOR,NFL,16,7,57.4,86.4,3.59,5.40,1,3,23,1,0,38,119,2,29,226,1,0
2726,Wendell Smallwood\SmalWe00,2016,22,5-153,PHI,NFL,13,3,46.7,52.7,3.59,4.05,0,0,0,0,0,77,312,1,6,55,0,1
2727,Ladell Betts\BettLa00,2008,29,2-56,WAS,NFL,13,0,46.6,68.6,3.58,5.28,0,0,0,0,0,61,206,1,22,200,0,1
2728,Chris Brown\BrowCh03,2009,28,3-93,HOU,NFL,14,4,50.1,66.1,3.58,4.72,0,1,0,0,1,79,267,3,16,74,0,1
2729,Devonta Freeman\FreeDe00,2014,22,4-103,ATL,NFL,16,0,57.3,87.3,3.58,5.46,0,0,0,0,0,65,248,1,30,225,1,1
2730,Freeman McNeil\McNeFr00,1991,32,1-3,NYJ,NFL,13,1,46.6,53.6,3.58,4.12,0,0,0,0,0,51,300,2,7,56,0,1
2731,Zac Stacy\StacZa00,2014,23,5-160,STL,NFL,13,5,46.5,64.5,3.58,4.96,0,0,0,0,0,76,293,1,18,152,0,2
2732,Arthur Whittington\WhitAr00,1981,26,7-176,OAK,NFL,16,2,57.3,80.3,3.58,5.02,0,0,0,0,0,69,220,1,23,213,2,4
2733,Alfred Blue\BlueAl00,2016,25,6-181,HOU,NFL,14,2,50.0,62.0,3.57,4.43,0,0,0,0,0,100,420,1,12,40,0,2
2734,Billy Campfield\CampBi00,1980,24,11-288,PHI,NFL,15,0,53.5,79.5,3.57,5.30,0,0,0,0,0,44,120,1,26,275,2,4
2735,Marc Logan\LogaMa00,1996,31,5-130,WAS,NFL,14,9,50.0,73.0,3.57,5.21,0,0,0,0,0,20,111,2,23,269,0,1
2736,Deuce McAllister\McAlDe00,2007,29,1-23,NOR,NFL,3,3,10.7,14.7,3.57,4.90,0,0,0,0,0,24,92,0,4,15,0,1
2737,Damien Nash\NashDa00,2006,24,5-142,DEN,NFL,3,0,10.7,14.7,3.57,4.90,0,0,0,0,0,18,66,0,4,41,0,0
2738,Antonio Pittman\PittAn00,2008,23,4-107,STL,NFL,12,5,42.8,60.8,3.57,5.07,0,0,0,0,0,79,296,0,18,132,0,1
2739,Mike Varajon\VaraMi20,1987,23,,SFO,NFL,3,1,10.7,13.7,3.57,4.57,0,0,0,0,0,18,82,0,3,25,0,0
2740,Lamont Warren\WarrLa00,1996,23,6-164,IND,NFL,13,3,46.4,68.4,3.57,5.26,0,0,0,0,0,67,230,1,22,174,0,3
2741,Ciatrick Fason\FasoCi00,2006,24,4-112,MIN,NFL,5,0,17.8,20.8,3.56,4.16,0,0,0,0,0,18,99,1,3,19,0,0
2742,Jason Wright\WrigJa01,2007,25,,CLE,NFL,16,1,57.0,81.0,3.56,5.06,0,0,0,0,0,60,277,1,24,233,0,1
2743,Mel Bratton\BratMe00,1990,25,7-180,DEN,NFL,16,3,56.8,85.8,3.55,5.36,0,0,0,0,0,27,82,3,29,276,1,3
2744,Cliff Chatman\ChatCl20,1982,23,4-85,NYG,NFL,6,3,21.3,22.3,3.55,3.72,0,0,0,0,0,22,80,2,1,13,0,0
2745,Scott Dierking\DierSc00,1983,28,4-90,NYJ,NFL,16,1,56.8,89.8,3.55,5.61,0,0,0,0,0,28,113,3,33,275,0,0
2746,Justin Jackson\JackJu01,2018,23,7-251,LAC,NFL,13,1,46.1,61.1,3.55,4.70,0,0,0,0,0,50,206,2,15,135,0,0
2747,Tommy Vardell\VardTo00,1992,23,1-9,CLE,NFL,14,10,49.7,62.7,3.55,4.48,0,0,0,0,0,99,369,0,13,128,0,0
2748,Charcandrick West\WestCh01,2017,26,,KAN,NFL,13,0,46.2,73.2,3.55,5.63,0,0,0,0,0,18,72,2,27,150,2,1
2749,Richie Anderson\AndeRi00,1999,28,6-144,NYJ,NFL,16,9,56.6,85.6,3.54,5.35,0,0,0,0,0,16,84,0,29,302,3,0
2750,Nick Bell\BellNi00,1992,24,2-43,RAI,NFL,16,1,56.6,60.6,3.54,3.79,0,0,0,0,0,81,366,3,4,40,0,2
2751,Gary Ellerson\ElleGa00,1986,23,7-182,GNB,NFL,16,6,56.7,68.7,3.54,4.29,0,0,0,0,0,90,287,3,12,130,0,3
2752,Chris Perry\PerrCh00,2008,27,1-26,CIN,NFL,13,6,46.0,66.0,3.54,5.08,0,0,0,0,0,104,269,2,20,71,0,5
2753,Greg Robinson\RobiGr00,1995,26,8-208,STL,NFL,5,1,17.7,19.7,3.54,3.94,0,0,0,0,0,40,165,0,2,12,0,0
2754,John Simon\SimoJo00,2002,24,,TEN,NFL,12,0,42.5,58.5,3.54,4.88,0,0,0,0,0,9,18,1,16,167,3,1
2755,Jewerl Thomas\ThomJe01,1980,23,3-58,RAM,NFL,16,2,56.7,61.7,3.54,3.86,0,0,0,0,0,65,427,2,5,30,0,1
2756,Ryan Torain\ToraRy00,2011,25,5-139,WAS,NFL,8,4,28.3,34.3,3.54,4.29,0,0,0,0,0,59,200,1,6,23,0,1
2757,Rodney Carter\CartRo00,1989,25,7-175,PIT,NFL,15,0,52.9,90.9,3.53,6.06,1,1,15,0,0,11,16,1,38,267,3,0
2758,Larry Centers\CentLa00,2002,34,5-115,BUF,NFL,16,7,56.4,99.4,3.53,6.21,0,0,0,0,0,11,56,2,43,388,0,0
2759,Kyle Juszczyk\JuszKy00,2015,24,4-130,BAL,NFL,16,11,56.4,97.4,3.53,6.09,0,0,0,0,0,2,3,0,41,321,4,0
2760,Buford McGee\McGeBu00,1987,27,11-286,RAM,NFL,3,1,10.6,17.6,3.53,5.87,0,0,0,0,0,3,6,1,7,40,0,0
2761,Cleo Miller\MillCl00,1981,29,,CLE,NFL,12,3,42.4,58.4,3.53,4.87,0,0,0,0,0,52,165,2,16,139,0,0
2762,Billy Taylor\TaylBi00,1981,25,4-90,2TM,NFL,8,3,28.2,36.2,3.53,4.53,0,0,0,0,0,38,111,2,8,71,0,2
2763,Darnell Autry\AutrDa00,1997,21,4-105,CHI,NFL,13,3,45.8,54.8,3.52,4.22,0,0,0,0,0,112,319,1,9,59,0,2
2764,Bob Christian\ChriBo00,1995,27,12-310,CAR,NFL,14,12,49.3,78.3,3.52,5.59,0,0,0,0,0,41,158,0,29,255,1,1
2765,Olandis Gary\GaryOl00,2001,26,4-127,DEN,NFL,9,1,31.7,35.7,3.52,3.97,0,0,0,0,0,57,228,1,4,29,0,0
2766,Archie Griffin\GrifAr00,1981,27,1-24,CIN,NFL,16,2,56.3,76.3,3.52,4.77,0,0,0,0,0,47,163,3,20,160,1,0
2767,Bobby Hammond\HammBo00,1980,28,,WAS,NFL,15,1,52.8,76.8,3.52,5.12,0,0,0,0,0,45,265,0,24,203,1,0
2768,Sammie Smith\SmitSa00,1991,24,1-9,MIA,NFL,12,6,42.2,56.2,3.52,4.68,0,0,0,0,0,83,297,1,14,95,0,3
2769,Kimble Anders\AndeKi00,2000,34,,KAN,NFL,15,7,52.7,67.7,3.51,4.51,0,0,0,0,0,76,331,2,15,76,0,1
2770,Jerry Ellison\ElliJe00,1995,24,,TAM,NFL,16,3,56.2,63.2,3.51,3.95,0,0,0,0,0,26,218,5,7,44,0,0
2771,Mike Guman\GumaMi00,1987,29,6-154,RAM,NFL,12,8,42.1,64.1,3.51,5.34,0,0,0,0,0,36,98,1,22,263,0,0
2772,Doug Kotar\KotaDo00,1981,30,,NYG,NFL,7,4,24.6,33.6,3.51,4.80,0,0,0,0,0,46,154,1,9,32,0,0
2773,Doug DuBose\DuboDo00,1987,23,,SFO,NFL,2,0,7.0,11.0,3.50,5.50,0,0,0,0,0,10,33,0,4,37,0,0
2774,Arlen Harris\HarrAr00,2006,26,,DET,NFL,10,3,35.0,53.0,3.50,5.30,0,0,0,0,0,49,158,1,18,132,0,0
2775,Keith Henderson\HendKe00,1989,23,3-84,SFO,NFL,6,0,21.0,24.0,3.50,4.00,0,0,0,0,0,7,30,1,3,130,0,1
2776,Tim Jessie\JessTi20,1987,24,11-305,WAS,NFL,3,0,10.5,11.5,3.50,3.83,0,0,0,0,0,10,37,1,1,8,0,0
2777,Terry Kirby\KirbTe00,2000,30,3-78,OAK,NFL,2,0,7.0,10.0,3.50,5.00,0,0,0,0,0,11,51,0,3,19,0,0
2778,Jimmy Rogers\RogeJi00,1982,27,,NOR,NFL,9,1,31.5,35.5,3.50,3.94,0,0,0,0,0,60,178,2,4,17,0,0
2779,Mosi Tatupu\TatuMo00,1987,32,8-215,NWE,NFL,12,9,42.0,57.0,3.50,4.75,1,1,15,1,0,79,248,0,15,136,0,1
2780,Lynn Cain\CainLy00,1984,29,4-100,ATL,NFL,15,2,52.3,64.3,3.49,4.29,0,0,0,0,0,77,276,3,12,87,0,2
2781,Clarence Harmon\HarmCl00,1982,27,,WAS,NFL,9,0,31.4,42.4,3.49,4.71,0,0,0,0,0,38,168,1,11,86,0,0
2782,Booker Moore\MoorBo00,1983,24,1-28,BUF,NFL,15,11,52.4,86.4,3.49,5.76,0,0,0,0,0,60,275,0,34,199,1,1
2783,Chad Morton\MortCh00,2003,26,5-166,WAS,NFL,15,2,52.3,67.3,3.49,4.49,0,0,0,0,0,48,216,0,15,187,1,1
2784,Adrian Peterson\PeteAd00,2005,26,6-199,CHI,NFL,16,0,55.9,62.9,3.49,3.93,0,0,0,0,0,76,391,2,7,48,0,1
2785,Chris Polk\PolkCh00,2014,25,,PHI,NFL,14,0,48.8,50.8,3.49,3.63,0,0,0,0,0,46,172,4,2,16,0,1
2786,John Stephens\StepJo00,1992,26,1-17,NWE,NFL,16,16,55.8,76.8,3.49,4.80,0,0,0,0,0,75,277,2,21,161,0,0
2787,Terrell Fletcher\FletTe00,1997,24,2-51,SDG,NFL,13,1,45.3,84.3,3.48,6.48,0,0,0,0,0,51,161,0,39,292,0,4
2788,Scottie Graham\GrahSc00,1995,26,7-188,MIN,NFL,16,6,55.6,59.6,3.48,3.73,0,0,0,0,0,110,406,2,4,30,0,0
2789,Thomas Sanders\SandTh00,1988,26,9-250,CHI,NFL,16,0,55.6,64.6,3.48,4.04,0,0,0,0,0,95,332,3,9,94,0,5
2790,Craig Taylor\TaylCr00,1990,24,6-166,CIN,NFL,12,1,41.8,44.8,3.48,3.73,0,0,0,0,0,51,216,2,3,22,1,0
2791,Thurman Thomas*\ThomTh00,2000,34,2-40,MIA,NFL,9,0,31.3,47.3,3.48,5.26,0,0,0,0,0,28,136,0,16,117,1,1
2792,Tyrone Wheatley\WheaTy00,1995,23,1-17,NYG,NFL,13,1,45.2,50.2,3.48,3.86,0,0,0,0,0,78,245,3,5,27,0,2
2793,David Wilson\WilsDa01,2013,22,1-32,NYG,NFL,5,4,17.4,19.4,3.48,3.88,0,0,0,0,0,44,146,1,2,8,0,2
2794,Shawn Bryson\BrysSh00,2001,25,3-86,BUF,NFL,15,3,52.0,61.0,3.47,4.07,0,0,0,0,0,80,341,2,9,59,0,0
2795,Ron Dayne\DaynRo00,2005,27,1-11,DEN,NFL,10,0,34.7,37.7,3.47,3.77,0,0,0,0,0,53,270,1,3,17,0,1
2796,Greg Hawthorne\HawtGr00,1983,27,1-28,PIT,NFL,10,4,34.7,53.7,3.47,5.37,0,0,0,0,0,5,47,0,19,300,0,0
2797,Noah Herron\HerrNo00,2005,23,7-244,2TM,NFL,7,0,24.3,24.3,3.47,3.47,0,0,0,0,0,48,123,2,0,0,0,0
