,,,,,,,Games,Games,Fantasy,Fantasy,Fantasy per Game,Fantasy per Game,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,
Rk,Player,Year,Age,Draft,Tm,Lg,G,GS,FantPt,PPR,FantPt,PPR/G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Fmb
5872,David Gettis\GettDa00,2012,25,6-198,CAR,NFL,2,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5873,Damon Gibson\GibsDa00,2002,27,,2TM,NFL,2,0,,,,,0,0,0,0,0,0,0,0,0,0,0,1
5874,Damon Gibson\GibsDa00,1999,24,,CLE,NFL,2,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5875,Sam Giguere\GiguSa00,2009,24,,IND,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5876,Alex Gillett\GillAl00,2014,23,,GNB,NFL,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5877,Dondre Gilliam\GillDo00,2002,25,,SDG,NFL,2,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5878,Bryan Gilmore\GilmBr00,2000,22,,ARI,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5879,Bryan Gilmore\GilmBr00,2001,23,,ARI,NFL,2,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5880,Chris Givens\GiveCh01,2012,23,,NOR,NFL,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5881,Terry Glenn\GlenTe00,2007,33,1-7,DAL,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5882,Brittan Golden\GoldBr00,2012,24,,JAX,NFL,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5883,Brittan Golden\GoldBr00,2014,26,,ARI,NFL,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5884,Anthony Gonzalez\GonzAn00,2011,27,1-32,IND,NFL,8,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5885,Anthony Gonzalez\GonzAn00,2009,25,1-32,IND,NFL,1,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5886,Richard Goodman\GoodRi00,2011,24,,SDG,NFL,16,0,,6.0,,0.38,0,0,0,0,0,0,0,0,0,0,0,0
5887,C.J. Goodwin\GoodC.00,2014,24,,PIT,NFL,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5888,C.J. Goodwin\GoodC.00,2018,28,,DAL,NFL,3,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5889,Sam Graddy\GradSa00,1987,23,,DEN,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5890,Janarion Grant\GranJa01,2018,25,,BAL,NFL,2,0,,,,,0,0,0,0,0,0,0,0,0,0,0,2
5891,Jared Green\GreeJa02,2012,23,,CAR,NFL,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5892,Skyler Green\GreeSk20,2006,22,4-125,DAL,NFL,2,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5893,Skyler Green\GreeSk20,2008,24,4-125,NOR,NFL,2,0,,,,,0,0,0,0,0,0,0,0,0,0,0,1
5894,Steve Griffin\GrifSt22,1987,23,12-308,ATL,NFL,2,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5895,Drew Haddad\HaddDr00,2004,26,7-233,BUF,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5896,Kris Haines\HainKr20,1981,24,9-233,CHI,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5897,Kris Haines\HainKr20,1987,30,9-233,BUF,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5898,Saalim Hakim\HakiSa00,2012,22,,NOR,NFL,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5899,Saalim Hakim\HakiSa00,2013,23,,NYJ,NFL,3,0,,-0.3,,-0.10,0,0,0,0,0,2,-3,0,0,0,0,0
5900,Saalim Hakim\HakiSa00,2014,24,,NYJ,NFL,16,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,Games,Games,Fantasy,Fantasy,Fantasy per Game,Fantasy per Game,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,
Rk,Player,Year,Age,Draft,Tm,Lg,G,GS,FantPt,PPR,FantPt,PPR/G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Fmb
5901,Saalim Hakim\HakiSa00,2015,25,,KAN,NFL,2,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5902,Chad Hall\HallCh00,2012,26,,SFO,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5903,Rannell Hall\HallRa02,2015,22,,CLE,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5904,Roy Hall\HallRo02,2007,24,5-169,IND,NFL,3,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5905,Cobi Hamilton\HamiCo00,2014,24,6-197,2TM,NFL,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5906,Derrick Hamilton\HamiDe20,2004,23,3-77,SFO,NFL,2,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5907,Lawrence Hamilton\HamiLa20,2004,24,,ARI,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5908,Frankie Hammond\HammFr00,2015,25,,KAN,NFL,10,0,,-2.0,,-0.20,0,0,0,0,0,0,0,0,0,0,0,2
5909,Kwante Hampton\HampKw20,1987,24,,ATL,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5910,Leonard Hankerson\HankLe00,2014,26,3-79,WAS,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5911,Darius Hanks\HankDa00,2012,23,,WAS,NFL,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5912,Karl Hankton\HankKa00,1998,28,,PHI,NFL,10,0,,-0.4,,-0.04,0,0,0,0,0,1,-4,0,0,0,0,0
5913,Karl Hankton\HankKa00,2001,31,,CAR,NFL,11,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5914,Karl Hankton\HankKa00,2005,35,,CAR,NFL,16,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5915,Travis Hannah\HannTr00,1993,23,4-102,HOU,NFL,12,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5916,Alvin Harper\HarpAl00,1999,31,1-12,DAL,NFL,2,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5917,Chris Harper\HarpCh00,2014,25,4-123,NYG,NFL,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5918,Justin Harper\HarpJu01,2009,24,7-215,BAL,NFL,2,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5919,Michael Harper\HarpMi00,1986,25,11-293,NYJ,NFL,16,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5920,Michael Harper\HarpMi00,1988,27,11-293,NYJ,NFL,10,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5921,Herbert Harris\HarrHe00,1987,26,,NOR,NFL,2,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5922,Mark Harris\HarrMa01,1996,26,,SFO,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5923,Ronnie Harris\HarrRo00,1995,25,,SEA,NFL,13,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5924,Vic Harrison\HarrVi20,1987,26,,NOR,NFL,3,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5925,Carl Harry\HarrCa20,1989,22,,WAS,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5926,Carl Harry\HarrCa20,1992,25,,WAS,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5927,Travis Harvey\HarvTr00,2014,24,,3TM,NFL,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5928,Mike Hass\HassMi00,2007,24,6-171,CHI,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5929,Mike Hass\HassMi00,2009,26,6-171,SEA,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5930,Andre Hastings\HastAn00,2000,30,3-76,TAM,NFL,3,0,,,,,0,0,0,0,0,0,0,0,0,0,0,1
5931,Joe Hastings\HastJo00,2011,24,,SFO,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5932,Micah Hatfield\HatfMi00,2014,25,,SDG,NFL,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5933,Mercury Hayes\HayeMe21,1997,24,5-136,2TM,NFL,6,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5934,Windrell Hayes\HayeWi00,2001,25,5-143,NYJ,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5935,Matt Hazel\HazeMa01,2014,22,6-190,MIA,NFL,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5936,Vince Heflin\HeflVi21,1984,25,,MIA,NFL,16,0,,-1.0,,-0.06,0,0,0,0,0,0,0,0,0,0,0,1
5937,Vince Heflin\HeflVi21,1982,23,,MIA,NFL,6,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5938,Vince Heflin\HeflVi21,1983,24,,MIA,NFL,14,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5939,Junior Hemingway\HemiJu00,2012,24,7-238,KAN,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5940,Devery Henderson\HendDe00,2004,22,2-50,NOR,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5941,Thomas Henley\HenlTh20,1987,22,6-152,SFO,NFL,1,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5942,Wally Henry\HenrWa00,1982,28,,PHI,NFL,8,0,,-4.0,,-0.50,0,0,0,0,0,0,0,0,0,0,0,4
5943,Javontee Herndon\HernJa00,2014,23,,SDG,NFL,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5944,Devin Hester\HestDe99,2016,34,2-57,2TM,NFL,12,0,,-2.0,,-0.17,0,0,0,0,0,0,0,0,0,0,0,5
5945,Darrell Hill\HillDa20,2004,25,7-225,TEN,NFL,14,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5946,Darrell Hill\HillDa20,2003,24,7-225,TEN,NFL,12,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5947,Jeff Hill\HillJe20,1996,24,,CIN,NFL,10,0,,,,,0,0,0,0,0,0,0,0,0,0,0,1
5948,Jeff Hill\HillJe20,1994,22,,CIN,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5949,Kahlil Hill\HillKa20,2002,23,6-184,ATL,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,1
5950,Stephen Hill\HillSt00,2014,23,2-43,CAR,NFL,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5951,Ira Hillary\HillIr00,1990,28,8-210,MIN,NFL,3,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5952,Daryl Hobbs\HobbDa00,1993,25,,RAI,NFL,3,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5953,Stephen Hobbs\HobbSt00,1992,27,,WAS,NFL,2,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5954,Eric Hodges\HodgEr20,1987,23,,KAN,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5955,Krishawn Hogan\HogaKr00,2017,22,,IND,NFL,2,0,,,,,0,0,0,0,0,0,0,0,0,0,0,1
5956,Carlyle Holiday\HoliCa00,2005,24,,ARI,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5957,Carlyle Holiday\HoliCa00,2007,26,,GNB,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5958,Jamie Holland\HollJa00,1990,26,7-173,RAI,NFL,16,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5959,Jamie Holland\HollJa00,1991,27,7-173,RAI,NFL,16,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5960,Caleb Holley\HollCa00,2014,24,,BUF,NFL,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5961,Jesse Holley\HollJe00,2010,26,,DAL,NFL,12,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5962,Corey Holliday\HollCo20,1995,24,,PIT,NFL,3,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5963,Corey Holliday\HollCo20,1997,26,,PIT,NFL,2,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5964,Derek Holloway\HollDe20,1987,26,,TAM,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5965,Don Holmes\HolmDo00,1986,25,12-318,STL,NFL,12,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5966,Johnny Holton\HoltJo00,2018,27,,OAK,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5967,Alvin Hooks\HookAl20,1981,24,,PHI,NFL,3,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5968,Melvin Hoover\HoovMe00,1987,28,6-145,DET,NFL,2,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5969,Jeremy Horne\HornJe00,2010,24,,KAN,NFL,3,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5970,Tony Horne\HornTo00,1999,23,,STL,NFL,12,0,,12.0,,1.00,0,0,0,0,0,0,0,0,0,0,0,0
5971,T.J. Houshmandzadeh\HousTJ00,2003,26,7-204,CIN,NFL,2,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5972,Danan Hughes\HughDa00,1993,23,7-186,KAN,NFL,6,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5973,Brice Hunter\HuntBr00,1997,23,7-251,TAM,NFL,3,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5974,Sam Hurd\HurdSa00,2008,23,,DAL,NFL,3,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5975,Juaquin Iglesias\IgleJu00,2009,22,3-99,CHI,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5976,Alfred Jackson\JackAl22,1996,29,5-135,MIN,NFL,14,2,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5977,Alfred Jackson\JackAl22,1995,28,5-135,MIN,NFL,8,2,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5978,Chad Jackson\JackCh00,2007,22,2-36,NWE,NFL,2,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5979,Chris Jackson\JackCh23,2003,28,,GNB,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5980,Chris Jackson\JackCh23,2000,25,,TEN,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5981,Chris Jackson\JackCh23,2002,27,,GNB,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5982,David Jackson\JackDa20,1987,22,,TAM,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5983,Harold Jackson\JackHa00,1982,36,12-323,MIN,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5984,Jerrell Jackson\JackJe00,2012,22,,JAX,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5985,John Jackson\JackJo00,1990,23,,PHO,NFL,9,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5986,Lenzie Jackson\JackLe00,2001,24,,PIT,NFL,12,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5987,Marcus Jackson\JackMa03,2012,23,,ATL,NFL,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5988,Nate Jackson\JackNa00,2003,24,,DEN,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5989,Nate Jackson\JackNa00,2005,26,,DEN,NFL,2,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5990,Chuck Jacobs\JacoCh00,2014,24,,SFO,NFL,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5991,Nate Jacquet\JacqNa00,2001,26,5-150,MIN,NFL,10,0,,,,,0,0,0,0,0,0,0,0,0,0,0,4
5992,A.J. Jenkins\JenkA.00,2012,23,1-30,SFO,NFL,3,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5993,Darnell Jenkins\JenkDa20,2008,26,,HOU,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5994,Greg Jenkins\JenkGr00,2014,25,,OAK,NFL,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5995,Justin Jenkins\JenkJu00,2007,27,,BUF,NFL,11,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5996,Justin Jenkins\JenkJu00,2008,28,,BUF,NFL,13,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
5997,Justin Jenkins\JenkJu00,2009,29,,BUF,NFL,12,0,,-0.3,,-0.03,0,0,0,0,0,1,-3,0,0,0,0,0
5998,Adam Jennings\JennAd00,2006,24,6-184,ATL,NFL,15,0,,-0.4,,-0.03,0,0,0,0,0,1,-4,0,0,0,0,0
5999,Adam Jennings\JennAd00,2009,27,6-184,DET,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6000,Jim Jensen\JensJi00,1982,24,11-291,MIA,NFL,6,0,,,,,0,1,0,0,0,0,0,0,0,0,0,0
,,,,,,,Games,Games,Fantasy,Fantasy,Fantasy per Game,Fantasy per Game,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,
Rk,Player,Year,Age,Draft,Tm,Lg,G,GS,FantPt,PPR,FantPt,PPR/G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Fmb
6001,Jim Jensen\JensJi00,1983,25,11-291,MIA,NFL,16,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6002,Jim Jensen\JensJi00,1992,34,11-291,MIA,NFL,3,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6003,Jim Jensen\JensJi00,1981,23,11-291,MIA,NFL,16,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6004,Jerrel Jernigan\JernJe00,2011,22,3-83,NYG,NFL,8,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6005,James Jett\JettJa00,2002,32,,OAK,NFL,1,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6006,Albert Johnson\JohnAl23,2003,26,,NYJ,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6007,Alonzo Johnson\JohnAl00,1998,25,,NOR,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6008,Anthony Johnson\JohnAn05,2016,,,NWE,NFL,2,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6009,Bruce Johnson\JohnBr97,2011,24,,HOU,NFL,16,0,,,,,,,,,,,,,,,,
6010,Gilvanni Johnson\JohnGi21,1987,24,,DET,NFL,3,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6011,Herbert Johnson\JohnHe22,1987,24,,CHI,NFL,3,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6012,Jason Johnson\JohnJa00,1989,24,,PIT,NFL,14,0,,-1.0,,-0.07,0,0,0,0,0,0,0,0,0,0,0,1
6013,Jaymar Johnson\JohnJa01,2011,27,6-193,ARI,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6014,Joe Johnson\JohnJo01,1991,29,,WAS,NFL,2,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6015,Joe Johnson\JohnJo01,1989,27,,WAS,NFL,15,0,,4.0,,0.27,0,0,0,0,0,0,0,0,0,0,0,2
6016,Malcolm Johnson\JohnMa00,2000,23,5-166,2TM,NFL,5,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6017,Nate Johnson\JohnNa21,1980,23,7-193,NYG,NFL,16,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6018,Ron Johnson\JohnRo01,1987,29,7-170,PHI,NFL,3,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6019,Sam Johnson\JohnSa20,1987,23,,RAM,NFL,3,1,,-2.0,,-0.67,0,0,0,0,0,0,0,0,0,0,0,2
6020,Tyrone Johnson\JohnTy20,1994,23,,NOR,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6021,Andy Jones\JoneAn01,2017,23,,2TM,NFL,3,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6022,Chandler Jones\JoneCh07,2014,23,,2TM,NFL,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6023,Daryl Jones\JoneDa02,2004,25,7-226,CHI,NFL,2,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6024,Isaac Jones\JoneIs00,2000,25,,IND,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6025,Jamal Jones\JoneJa02,2005,20,,GNB,NFL,2,0,,,,,0,0,0,0,0,0,0,0,0,0,0,1
6026,Mark Jones\JoneMa01,2005,25,7-206,TAM,NFL,16,0,,,,,0,0,0,0,0,0,0,0,0,0,0,1
6027,Mark Jones\JoneMa01,2004,24,7-206,NYG,NFL,14,0,,,,,0,0,0,0,0,0,0,0,0,0,0,1
6028,Marvin Jones\JoneMa02,2014,24,5-166,CIN,NFL,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6029,Mike Jones\JoneMi00,1989,29,6-159,NOR,NFL,3,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6030,Nate Jones\JoneNa21,2009,24,,STL,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6031,Onrea Jones\JoneOn20,2010,27,,ARI,NFL,2,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6032,Reggie Jones\JoneRe00,1995,24,,CAR,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6033,Seantavius Jones\JoneSe01,2015,23,,NOR,NFL,3,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6034,Seantavius Jones\JoneSe01,2014,22,,NOR,NFL,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6035,T.J. Jones\JoneT.00,2014,22,6-189,DET,NFL,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6036,Tony Jones\JoneTo00,1993,28,6-153,HOU,NFL,2,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6037,James Jordan\JordJa20,2003,25,,SFO,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6038,Kevin Jordan\JordKe21,1996,24,,ARI,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6039,Kevin Kasper\KaspKe00,2006,29,6-190,DET,NFL,1,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6040,Kevin Kasper\KaspKe00,2004,27,6-190,NWE,NFL,8,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6041,Jeremy Kelley\KellJe00,2014,26,,DEN,NFL,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6042,Marcus Kemp\KempMa00,2017,22,,KAN,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6043,Eddie Kennison\KennEd00,2008,35,1-18,STL,NFL,3,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6044,Jordan Kent\KentJo20,2008,24,6-210,SEA,NFL,9,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6045,Keith Kidd\KiddKe20,1987,25,9-235,MIN,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6046,Kelvin Kight\KighKe00,2004,22,,GNB,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6047,Ethan Kilmer\KilmEt00,2006,23,7-209,CIN,NFL,16,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6048,Bobby Kimball\KimbBo20,1980,23,,GNB,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6049,Todd Kinchen\KincTo00,1992,23,3-60,RAM,NFL,14,0,,12.0,,0.86,0,0,0,0,0,0,0,0,0,0,0,0
6050,Kevin Knox\KnoxKe20,1994,23,6-192,ARI,NFL,2,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6051,Max Komar\KomaMa00,2011,24,,CHI,NFL,2,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6052,Travis Labhart\LabhTr00,2014,23,,HOU,NFL,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6053,Chris Lacy\LacyCh00,2018,22,,DET,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6054,Anthony Ladd\LaddAn00,1998,25,,NWE,NFL,3,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6055,Brad Lamb\LambBr00,1993,26,8-222,BUF,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6056,Ryan Lankford\LankRy00,2014,23,,IND,NFL,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6057,Rashad Lawrence\LawrRa00,2014,22,,CHI,NFL,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6058,Terry LeCount\LeCoTe00,1987,31,4-91,MIN,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6059,Charles Lee\LeexCh00,2002,25,7-242,TAM,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6060,Edward Lee\LeexEd20,1982,23,11-292,DET,NFL,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6061,Kevin Lee\LeexKe00,1996,25,2-35,SFO,NFL,2,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6062,Alec Lemon\LemoAl00,2014,23,,BAL,NFL,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6063,Lance Lenoir\LenoLa00,2017,22,,DAL,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6064,Josh Lenz\LenzJo00,2014,24,,IND,NFL,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6065,Derrick Lewis\LewiDe00,2002,27,,NOR,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6066,Dezmin Lewis\LewiDe02,2016,24,7-234,BUF,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6067,Dezmin Lewis\LewiDe02,2015,23,7-234,BUF,NFL,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6068,Lance Lewis\LewiLa00,2013,25,,WAS,NFL,3,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6069,Lance Lewis\LewiLa00,2014,26,,SFO,NFL,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6070,Michael Lewis\LewiMi00,2006,35,,NOR,NFL,10,0,,,,,0,0,0,0,0,0,0,0,0,0,0,3
6071,Michael Lewis\LewiMi00,2001,30,,NOR,NFL,8,0,,,,,0,0,0,0,0,0,0,0,0,0,0,6
6072,Michael Lewis\LewiMi00,2007,36,,SFO,NFL,13,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6073,Tony Lippett\LippTo00,2018,26,5-156,NYG,NFL,3,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6074,Colin Lockett\LockCo00,2014,23,,2TM,NFL,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6075,Frank Lockett\LockFr20,1985,28,10-264,MIA,NFL,3,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6076,Wade Lockett\LockWa20,1987,23,,RAI,NFL,2,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0
